"","tweetID","QuestionType","LabelType"
"3375",67689890116153344,"P","Predicted"
"3376",67691092371447808,"R","Predicted"
"3377",67691868871344128,"P","Predicted"
"3378",67701678912176128,"R","Predicted"
"3379",67701871648837632,"E","Predicted"
"3380",67702204546551808,"E","Predicted"
"3381",67702482415009792,"R","Predicted"
"3382",67707243847630848,"R","Predicted"
"3383",67707654935560192,"R","Predicted"
"3384",67707695817437184,"E","Ground Truth"
"3385",67709867720318976,"R","Predicted"
"3386",67710568362033152,"R","Predicted"
"3387",67711719685894144,"P","Predicted"
"3388",67712271505309696,"E","Predicted"
"3389",67714965993299968,"P","Predicted"
"3390",67716307050704896,"R","Predicted"
"3391",67716571266691072,"C","Ground Truth"
"3392",67721922187763712,"R","Predicted"
"3393",67724618617716736,"R","Predicted"
"3394",67729474451542016,"R","Predicted"
"3395",67729963750666240,"R","Predicted"
"3396",67730019006418944,"R","Ground Truth"
"3397",67732261809815552,"R","Predicted"
"3398",67733001227862016,"R","Predicted"
"3399",67735415217594368,"R","Predicted"
"3400",67737659350597632,"C","Predicted"
"3401",67738857831022592,"R","Predicted"
"3402",67739983884206080,"R","Predicted"
"3403",67742146559619072,"R","Predicted"
"3404",67743107160092672,"E","Ground Truth"
"3405",67748345011113984,"P","Ground Truth"
"3406",67750065640448000,"E","Predicted"
"3407",67753795542712320,"R","Predicted"
"3408",67771543610064896,"P","Predicted"
"3409",67779427647496192,"P","Predicted"
"3410",67784617586995200,"E","Predicted"
"3411",67792148472410112,"R","Predicted"
"3412",67793126865108992,"R","Predicted"
"3413",67822161867444224,"C","Ground Truth"
"3414",67823227296161792,"R","Predicted"
"3415",67832848622690304,"R","Predicted"
"3416",67835106315878400,"E","Ground Truth"
"3417",67836495033147392,"R","Predicted"
"3418",67839866339213312,"R","Predicted"
"3419",67843585327906816,"E","Predicted"
"3420",67844756151078912,"R","Predicted"
"3421",67850004835999744,"R","Predicted"
"3422",67865130637078528,"R","Ground Truth"
"3423",67866168622452736,"R","Predicted"
"3424",67866810791366656,"R","Predicted"
"3425",67870522469400576,"R","Predicted"
"3426",67870876984541184,"C","Ground Truth"
"3427",67882653831020544,"P","Predicted"
"3428",67889303585439744,"P","Predicted"
"3429",67891896541921280,"E","Predicted"
"3430",67904360897708032,"C","Predicted"
"3431",67904488614264832,"R","Predicted"
"3432",67906456179060736,"P","Predicted"
"3433",67907156363575296,"P","Predicted"
"3434",67912557180104704,"R","Predicted"
"3435",67937826951532544,"E","Predicted"
"3436",67938595410935808,"R","Predicted"
"3437",67940625634426880,"R","Predicted"
"3438",67942343675875328,"R","Predicted"
"3439",67947401306058752,"P","Predicted"
"3440",67950835744776192,"R","Predicted"
"3441",67954598475874304,"R","Predicted"
"3442",67959088205668352,"P","Predicted"
"3443",67959808598355968,"P","Predicted"
"3444",67964421468717056,"E","Predicted"
"3445",67969915776286720,"E","Predicted"
"3446",67979474876112896,"R","Ground Truth"
"3447",67979849121275904,"P","Ground Truth"
"3448",67983637924159488,"R","Predicted"
"3449",67983750495092736,"P","Predicted"
"3450",67986009064882176,"P","Predicted"
"3451",67987080118153216,"R","Predicted"
"3452",67988046959738880,"E","Predicted"
"3453",67988483825868800,"P","Predicted"
"3454",67988664659091456,"P","Predicted"
"3455",67992278316236800,"E","Predicted"
"3456",67993332026056704,"P","Predicted"
"3457",67994057611292672,"E","Predicted"
"3458",67995431770132480,"E","Predicted"
"3459",67996611447500800,"R","Predicted"
"3460",67997000058150912,"C","Predicted"
"3461",67997384583557120,"R","Ground Truth"
"3462",67999174821556224,"E","Predicted"
"3463",68001280202772480,"P","Predicted"
"3464",68002242602606592,"R","Predicted"
"3465",68002683390410752,"P","Predicted"
"3466",68003804691431424,"P","Predicted"
"3467",68003920735252480,"R","Ground Truth"
"3468",68005840484958208,"P","Predicted"
"3469",68009344381370368,"P","Predicted"
"3470",68009437981458432,"C","Predicted"
"3471",68011143477731328,"R","Predicted"
"3472",68011207071776768,"R","Predicted"
"3473",68014698204889088,"P","Predicted"
"3474",68015360619720704,"E","Ground Truth"
"3475",68016113035915264,"R","Ground Truth"
"3476",68016623302356992,"E","Predicted"
"3477",68017960647802880,"E","Ground Truth"
"3478",68019586989178880,"P","Predicted"
"3479",68019668677443584,"E","Predicted"
"3480",68020109557510144,"R","Predicted"
"3481",68020584675684352,"E","Predicted"
"3482",68020773461295104,"P","Predicted"
"3483",68022323889963008,"P","Predicted"
"3484",68023969642590208,"E","Predicted"
"3485",68024717612822528,"R","Predicted"
"3486",68024862500859904,"R","Predicted"
"3487",68024957334061056,"P","Predicted"
"3488",68024968943910912,"P","Predicted"
"3489",68028268162449408,"R","Predicted"
"3490",68028919575617536,"R","Predicted"
"3491",68028954157658112,"P","Predicted"
"3492",68030478707474432,"E","Predicted"
"3493",68031804644401152,"P","Predicted"
"3494",68032242496176168,"R","Predicted"
"3495",68032291531788288,"C","Predicted"
"3496",68032676501790720,"P","Predicted"
"3497",68033396957380608,"E","Predicted"
"3498",68035154697920512,"R","Predicted"
"3499",68035211358777344,"C","Predicted"
"3500",68037068151988224,"P","Predicted"
"3501",68042359690104832,"R","Predicted"
"3502",68043973259821056,"E","Ground Truth"
"3503",68047369391980544,"R","Predicted"
"3504",68052374110994432,"R","Predicted"
"3505",68055108914647040,"R","Predicted"
"3506",68060383834935296,"R","Predicted"
"3507",68060538550231040,"E","Predicted"
"3508",68064051372101632,"E","Predicted"
"3509",68065777621794816,"R","Predicted"
"3510",68068090843365376,"R","Predicted"
"3511",68069539304325120,"R","Ground Truth"
"3512",68071676037963776,"R","Predicted"
"3513",68073963993038848,"E","Predicted"
"3514",68073976135565312,"E","Predicted"
"3515",68074869702672384,"R","Predicted"
"3516",68075714829746176,"R","Predicted"
"3517",68076404151025664,"E","Predicted"
"3518",68077220425506816,"P","Predicted"
"3519",68078865817403392,"E","Predicted"
"3520",68084759494008832,"E","Ground Truth"
"3521",68086523194650624,"R","Predicted"
"3522",68089444883902464,"R","Ground Truth"
"3523",68094020831813632,"P","Predicted"
"3524",68097909186498560,"P","Predicted"
"3525",68099607229513728,"P","Predicted"
"3526",68101102125592576,"R","Predicted"
"3527",68101279431393280,"P","Ground Truth"
"3528",68104356100182016,"R","Predicted"
"3529",68122269976772608,"P","Predicted"
"3530",68125916655661056,"C","Predicted"
"3531",68129589314060288,"P","Predicted"
"3532",68132545912508416,"E","Predicted"
"3533",68143734054858752,"R","Predicted"
"3534",68155249545838592,"R","Predicted"
"3535",68171512011698176,"E","Predicted"
"3536",68174882281758720,"R","Predicted"
"3537",68183251860201472,"R","Predicted"
"3538",68188956256247808,"P","Predicted"
"3539",68190249427288064,"P","Predicted"
"3540",68192671839170560,"E","Predicted"
"3541",68194387850567680,"P","Predicted"
"3542",68196396792168448,"P","Predicted"
"3543",68205454886572032,"P","Predicted"
"3544",68211887300550656,"P","Predicted"
"3545",68214821451087872,"E","Predicted"
"3546",68214969522597888,"R","Predicted"
"3547",68215870765281280,"P","Ground Truth"
"3548",68219331640688640,"R","Predicted"
"3549",68219375123038208,"P","Predicted"
"3550",68220671582420992,"R","Ground Truth"
"3551",68220707707944960,"R","Predicted"
"3552",68221121559920640,"E","Predicted"
"3553",68221213427769344,"R","Predicted"
"3554",68222149311217664,"R","Predicted"
"3555",68230651136049152,"E","Predicted"
"3556",68234564929191936,"R","Predicted"
"3557",68240088143888384,"P","Predicted"
"3558",68240589824606208,"P","Predicted"
"3559",68245232726188032,"R","Predicted"
"3560",68246321437487104,"E","Predicted"
"3561",68264945489424384,"C","Predicted"
"3562",68265550899462144,"R","Predicted"
"3563",68270935580475392,"R","Predicted"
"3564",68272965074173952,"R","Predicted"
"3565",68274594674507776,"C","Predicted"
"3566",68280398626562048,"E","Ground Truth"
"3567",68281226162745344,"E","Predicted"
"3568",68284044693078016,"E","Predicted"
"3569",68285973863202816,"E","Predicted"
"3570",68287500757630976,"P","Predicted"
"3571",68289994829209600,"R","Predicted"
"3572",68292177876361216,"R","Predicted"
"3573",68296152734375936,"R","Ground Truth"
"3574",68298318471630848,"E","Predicted"
"3575",68299049849196544,"E","Predicted"
"3576",68301244925607936,"E","Predicted"
"3577",68302031038853120,"E","Predicted"
"3578",68303057242423296,"E","Ground Truth"
"3579",68306041292599296,"R","Ground Truth"
"3580",68310051470852096,"E","Predicted"
"3581",68310108710514688,"E","Predicted"
"3582",68316775644803072,"E","Predicted"
"3583",68318018496770048,"P","Predicted"
"3584",68325306959790080,"R","Predicted"
"3585",68332567371329536,"E","Predicted"
"3586",68333185741758464,"P","Predicted"
"3587",68338850241576960,"R","Predicted"
"3588",68340462762737664,"P","Predicted"
"3589",68340954091896832,"P","Predicted"
"3590",68346348440780800,"R","Predicted"
"3591",68347521243680768,"E","Predicted"
"3592",68348725642264576,"R","Predicted"
"3593",68351801027608576,"R","Predicted"
"3594",68352428210257920,"R","Predicted"
"3595",68353321622188032,"R","Predicted"
"3596",68353702381092864,"R","Ground Truth"
"3597",68354322748030976,"R","Predicted"
"3598",68358185064476672,"E","Predicted"
"3599",68358468532305920,"E","Predicted"
"3600",68371268700872704,"E","Predicted"
"3601",68372307806134272,"R","Predicted"
"3602",68373562628636672,"R","Predicted"
"3603",68375208427401216,"P","Predicted"
"3604",68376259440283648,"R","Predicted"
"3605",68380252946186240,"R","Ground Truth"
"3606",68380299008032768,"R","Predicted"
"3607",68386699687899136,"E","Predicted"
"3608",68386745732960256,"E","Predicted"
"3609",68387558903648256,"E","Predicted"
"3610",68391358825627648,"R","Predicted"
"3611",68391671150288896,"R","Predicted"
"3612",68393228281462784,"R","Predicted"
"3613",68393588400201728,"R","Predicted"
"3614",68395208877936640,"R","Predicted"
"3615",68395545391144960,"R","Predicted"
"3616",68395601791950848,"R","Predicted"
"3617",68396111701872640,"R","Predicted"
"3618",68406212378636288,"E","Predicted"
"3619",68407830377537536,"C","Predicted"
"3620",68412987802783744,"E","Predicted"
"3621",68416059476160512,"E","Predicted"
"3622",68416398656942080,"E","Predicted"
"3623",68417900876275712,"R","Predicted"
"3624",68422080626040832,"R","Predicted"
"3625",68423021718802432,"P","Predicted"
"3626",68425016764678144,"R","Predicted"
"3627",68425048523935744,"R","Predicted"
"3628",68425052735029248,"E","Predicted"
"3629",68427646215794688,"R","Predicted"
"3630",68427754714042368,"E","Predicted"
"3631",68428248371052544,"R","Predicted"
"3632",68428419582529536,"R","Predicted"
"3633",68429174179758080,"R","Predicted"
"3634",68431022332710912,"R","Predicted"
"3635",68432938794098688,"R","Predicted"
"3636",68434278500941824,"R","Predicted"
"3637",68435530144157696,"R","Predicted"
"3638",68436318476173312,"P","Predicted"
"3639",68437292959809536,"R","Predicted"
"3640",68437929042776064,"P","Predicted"
"3641",68438093698572288,"E","Predicted"
"3642",68438292722495488,"E","Predicted"
"3643",68439222679379968,"P","Predicted"
"3644",68443721787641856,"E","Predicted"
"3645",68448443537948672,"E","Predicted"
"3646",68453406452367360,"R","Predicted"
"3647",68453877124579328,"P","Predicted"
"3648",68455268891111424,"R","Predicted"
"3649",68457357247647744,"R","Predicted"
"3650",68457397265506304,"E","Predicted"
"3651",68457836413333504,"E","Ground Truth"
"3652",68458919676223488,"R","Predicted"
"3653",68459478579818496,"E","Ground Truth"
"3654",68459913164226560,"R","Predicted"
"3655",68460274625150976,"E","Predicted"
"3656",68462994299961344,"E","Predicted"
"3657",68465602276233216,"R","Ground Truth"
"3658",68465739622916096,"P","Predicted"
"3659",68467139740303360,"R","Predicted"
"3660",68468834054569984,"E","Predicted"
"3661",68469258551689216,"E","Ground Truth"
"3662",68469476080889856,"E","Ground Truth"
"3663",68470635260678144,"P","Ground Truth"
"3664",68471128590532608,"C","Ground Truth"
"3665",68473741394448384,"R","Ground Truth"
"3666",68474559753486336,"R","Predicted"
"3667",68485122848063488,"E","Predicted"
"3668",68486379075678208,"R","Predicted"
"3669",68501600896950272,"R","Ground Truth"
"3670",68544921967144960,"E","Predicted"
"3671",68545762807652352,"R","Predicted"
"3672",68552131728252928,"E","Ground Truth"
"3673",68553695712903168,"P","Predicted"
"3674",68563524015767552,"R","Predicted"
"3675",68565678239662080,"P","Predicted"
"3676",68565789975912448,"P","Predicted"
"3677",68569708999348224,"P","Predicted"
"3678",68577377747341312,"R","Predicted"
"3679",68579696681566208,"R","Predicted"
"3680",68580842645102592,"R","Predicted"
"3681",68590261231550464,"E","Predicted"
"3682",68590482845999104,"E","Predicted"
"3683",68593463310036992,"P","Predicted"
"3684",68595392161382400,"P","Predicted"
"3685",68601536221163520,"P","Predicted"
"3686",68606218855387136,"R","Predicted"
"3687",68606513274568704,"E","Predicted"
"3688",68609529721528320,"R","Predicted"
"3689",68612811026206720,"E","Predicted"
"3690",68614181640880128,"P","Predicted"
"3691",68617599231082496,"R","Predicted"
"3692",68622013572448256,"R","Predicted"
"3693",68644941403926528,"P","Predicted"
"3694",68651953382637568,"P","Predicted"
"3695",68664353745936384,"E","Predicted"
"3696",68670032917434368,"R","Predicted"
"3697",68673944445661184,"R","Predicted"
"3698",68683073436385280,"P","Predicted"
"3699",68684885006618624,"E","Predicted"
"3700",68691258742292480,"R","Predicted"
"3701",68691441660067840,"P","Predicted"
"3702",68696785547296768,"P","Predicted"
"3703",68700743254814720,"R","Predicted"
"3704",68712201321590784,"R","Predicted"
"3705",68712700145958912,"R","Predicted"
"3706",68713310463328256,"P","Predicted"
"3707",68714525498683392,"P","Predicted"
"3708",68715960030339072,"P","Predicted"
"3709",68717262923776000,"P","Predicted"
"3710",68718894805827584,"P","Predicted"
"3711",68722091192631296,"P","Predicted"
"3712",68724829104250880,"E","Predicted"
"3713",68725728002310144,"E","Predicted"
"3714",68727143684780032,"R","Predicted"
"3715",68727260345151488,"R","Predicted"
"3716",68727767491018752,"P","Predicted"
"3717",68735478949621760,"E","Predicted"
"3718",68736073085370368,"E","Predicted"
"3719",68737878880026624,"P","Predicted"
"3720",68738159743217664,"P","Predicted"
"3721",68738747650408448,"R","Predicted"
"3722",68739676076384256,"R","Predicted"
"3723",68740146358525952,"E","Predicted"
"3724",68742144017432576,"P","Predicted"
"3725",68742376092479488,"R","Predicted"
"3726",68744059581243392,"P","Predicted"
"3727",68745346058158080,"C","Predicted"
"3728",68746324983554048,"E","Predicted"
"3729",68747229267116032,"E","Predicted"
"3730",68747719296028672,"E","Predicted"
"3731",68749969938595840,"P","Predicted"
"3732",68750034707021824,"E","Predicted"
"3733",68752070903209984,"E","Predicted"
"3734",68752391557750784,"E","Predicted"
"3735",68752536902959104,"R","Predicted"
"3736",68753176655953920,"R","Predicted"
"3737",68756285524426752,"R","Predicted"
"3738",68758815323070464,"R","Predicted"
"3739",68759112430780416,"R","Predicted"
"3740",68770981325443072,"R","Predicted"
"3741",68774179788439552,"R","Ground Truth"
"3742",68782360606408704,"R","Predicted"
"3743",68783711872757760,"P","Predicted"
"3744",68785579357241344,"R","Predicted"
"3745",68785910644346880,"E","Predicted"
"3746",68787343414407168,"R","Predicted"
"3747",68789184780976128,"R","Predicted"
"3748",68789808557858816,"E","Predicted"
"3749",68790284649115648,"P","Predicted"
"3750",68790948573872128,"P","Predicted"
"3751",68791670845612032,"R","Predicted"
"3752",68793112847323136,"P","Predicted"
"3753",68793866203037696,"P","Predicted"
"3754",68794411571621888,"R","Predicted"
"3755",68794839696801792,"R","Predicted"
"3756",68796441803505664,"R","Predicted"
"3757",68797949571899392,"R","Predicted"
"3758",68800055192199168,"R","Predicted"
"3759",68802087588335616,"R","Predicted"
"3760",68802253305290752,"R","Predicted"
"3761",68812305823051776,"R","Predicted"
"3762",68816179640270848,"P","Predicted"
"3763",68816197906477056,"R","Predicted"
"3764",68816840125714432,"E","Predicted"
"3765",68819146330214400,"R","Predicted"
"3766",68819630352900096,"P","Predicted"
"3767",68820127977713664,"R","Predicted"
"3768",68821264030105600,"R","Predicted"
"3769",68822605859266560,"P","Ground Truth"
"3770",68824579744866304,"R","Predicted"
"3771",68825796952866816,"E","Predicted"
"3772",68825804729102336,"P","Predicted"
"3773",68826199845126144,"R","Predicted"
"3774",68826242144669696,"R","Predicted"
"3775",68826276349227008,"P","Predicted"
"3776",68826300076400640,"E","Predicted"
"3777",68826353184673792,"R","Predicted"
"3778",68826653308096512,"R","Predicted"
"3779",68826773827223552,"R","Predicted"
"3780",68826823835922432,"R","Predicted"
"3781",68827051871834112,"E","Ground Truth"
"3782",68827235615911936,"R","Predicted"
"3783",68827286111133696,"R","Predicted"
"3784",68828140331470848,"R","Predicted"
"3785",68841283833176064,"R","Predicted"
"3786",68841536019894272,"R","Predicted"
"3787",68853534833123328,"R","Predicted"
"3788",68856076010921984,"P","Predicted"
"3789",68936260735086592,"P","Predicted"
"3790",68936664680116224,"P","Predicted"
"3791",68939652219936768,"E","Predicted"
"3792",68940666578804736,"E","Predicted"
"3793",68941333758349312,"R","Ground Truth"
"3794",68954623775485952,"C","Predicted"
"3795",68973224452554752,"P","Predicted"
"3796",68974026764206080,"P","Predicted"
"3797",68993105646456832,"R","Predicted"
"3798",69000863066238976,"P","Predicted"
"3799",69013617332330496,"C","Predicted"
"3800",69017432370589696,"R","Predicted"
"3801",69023086741168128,"P","Predicted"
"3802",69030731585822720,"R","Predicted"
"3803",69033205419872256,"E","Predicted"
"3804",69054996699824128,"E","Predicted"
"3805",69069928564654080,"R","Predicted"
"3806",69072765294084096,"P","Predicted"
"3807",69077255128756224,"R","Predicted"
"3808",69080311291580416,"P","Predicted"
"3809",69085489621245952,"R","Predicted"
"3810",69092999002460160,"R","Predicted"
"3811",69103350574104576,"P","Predicted"
"3812",69115458225311744,"P","Predicted"
"3813",69132978370002944,"R","Ground Truth"
"3814",69157233207951360,"R","Predicted"
"3815",69158431696748544,"R","Predicted"
"3816",69159649835880448,"R","Predicted"
"3817",69179031450419200,"E","Predicted"
"3818",69182613566406656,"P","Predicted"
"3819",69284226905817088,"E","Predicted"
"3820",69284771649429504,"P","Predicted"
"3821",69297369178583040,"P","Predicted"
"3822",69389808656580608,"R","Predicted"
"3823",69419819350507520,"R","Predicted"
"3824",69475217797414912,"R","Predicted"
"3825",69489275397353472,"R","Predicted"
"3826",69491601155702784,"E","Predicted"
"3827",69574494074843136,"R","Predicted"
"3828",69610774636666880,"R","Predicted"
"3829",69779657439969280,"E","Ground Truth"
"3830",69807229976592384,"R","Predicted"
"3831",69808182452686848,"E","Predicted"
"3832",69821967737430016,"E","Predicted"
"3833",69824995697770496,"E","Predicted"
"3834",69839156607582208,"E","Predicted"
"3835",69912031884615680,"R","Ground Truth"
"3836",69916468845883392,"E","Predicted"
"3837",69958885133385728,"E","Ground Truth"
"3838",70004274666549248,"P","Predicted"
"3839",70096903219576832,"R","Predicted"
"3840",70122544824463360,"P","Predicted"
"3841",70127438289580032,"R","Predicted"
"3842",70168822824443904,"P","Predicted"
"3843",70246704942817280,"R","Predicted"
"3844",70260275667939328,"P","Predicted"
"3845",70266565001617408,"P","Predicted"
"3846",70395141734670336,"R","Predicted"
"3847",70404005909643264,"R","Ground Truth"
"3848",70506724792082432,"P","Predicted"
"3849",70539662082572288,"E","Predicted"
"3850",70835967631691776,"P","Predicted"
"3851",70907362868871168,"P","Predicted"
"3852",70923070130499584,"P","Ground Truth"
"3853",71210213851660288,"R","Predicted"
"3854",71339913508950016,"R","Predicted"
"3855",71442812419321856,"P","Predicted"
"3856",71467203958026240,"E","Predicted"
"3857",71487392699269120,"R","Predicted"
"3858",71490751451770880,"R","Predicted"
"3859",71499325456392192,"E","Predicted"
"3860",71533279391645696,"E","Predicted"
"3861",71589050225655808,"R","Predicted"
"3862",71649954933911552,"R","Predicted"
"3863",71774313728057344,"R","Predicted"
"3864",71852723607314432,"C","Predicted"
"3865",71965051023671296,"R","Predicted"
"3866",71981964508405760,"E","Predicted"
"3867",72014841375752192,"R","Predicted"
"3868",72034699320635392,"E","Ground Truth"
"3869",72038429424222208,"R","Predicted"
"3870",72041060716658688,"P","Predicted"
"3871",72041944867540992,"E","Predicted"
"3872",72111694540832768,"R","Predicted"
"3873",72214564103667712,"R","Ground Truth"
"3874",72364143985950720,"P","Predicted"
"3875",72365252293050368,"R","Predicted"
"3876",72366424127049728,"P","Predicted"
"3877",72380090255806464,"P","Predicted"
"3878",72408483244417024,"R","Predicted"
"3879",72410440394739712,"R","Predicted"
"3880",72444531169177600,"P","Predicted"
"3881",72446413962870784,"R","Predicted"
"3882",72457773228634112,"P","Predicted"
"3883",72458104121466880,"E","Predicted"
"3884",72461857985798144,"E","Ground Truth"
"3885",72466343164788736,"P","Predicted"
"3886",72466614204895232,"R","Predicted"
"3887",72478334793170944,"R","Predicted"
"3888",72489360708218880,"R","Predicted"
"3889",72510562445172736,"R","Predicted"
"3890",72512089893253120,"R","Predicted"
"3891",72559864072777728,"R","Predicted"
"3892",72596790284791808,"P","Predicted"
"3893",72612158143348736,"R","Predicted"
"3894",72620187391758336,"P","Predicted"
"3895",72645349591875584,"E","Predicted"
"3896",72651789215862784,"P","Predicted"
"3897",72652370642870272,"R","Predicted"
"3898",72658772924968960,"R","Predicted"
"3899",72659114857218048,"P","Predicted"
"3900",72659641087168512,"R","Predicted"
"3901",72661843906277376,"P","Predicted"
"3902",72664396027015168,"R","Predicted"
"3903",72666881676427264,"E","Predicted"
"3904",72669985268449280,"E","Predicted"
"3905",72671817843748864,"R","Ground Truth"
"3906",72679968752144384,"R","Predicted"
"3907",72681905035804672,"E","Predicted"
"3908",72681946924331008,"E","Predicted"
"3909",72707376276443136,"P","Predicted"
"3910",72708016335630336,"P","Predicted"
"3911",72708213862170624,"R","Predicted"
"3912",72717779412852736,"R","Predicted"
"3913",72725022418018304,"E","Predicted"
"3914",72725241008365568,"P","Predicted"
"3915",72725822393421824,"R","Predicted"
"3916",72725930950397952,"E","Predicted"
"3917",72726358010245120,"E","Predicted"
"3918",72726938736799744,"E","Ground Truth"
"3919",72728910399418368,"E","Predicted"
"3920",72730146364338176,"R","Predicted"
"3921",72730846137823232,"C","Predicted"
"3922",72734310284800000,"C","Ground Truth"
"3923",72737507711782912,"R","Predicted"
"3924",72738114023591936,"R","Predicted"
"3925",72743991665360896,"E","Predicted"
"3926",72744343861067776,"R","Predicted"
"3927",72744709201735680,"R","Predicted"
"3928",72748878432186368,"P","Predicted"
"3929",72752351852765184,"P","Predicted"
"3930",72753858933297152,"E","Predicted"
"3931",72756064227033088,"P","Predicted"
"3932",72759210370281472,"P","Predicted"
"3933",72768700008239104,"E","Predicted"
"3934",72769010558713856,"E","Predicted"
"3935",72775403877564416,"P","Predicted"
"3936",72777487159013376,"E","Predicted"
"3937",72781244043239424,"C","Ground Truth"
"3938",72782776000192512,"R","Predicted"
"3939",72797386489081856,"E","Predicted"
"3940",72814407444480000,"R","Predicted"
"3941",72820981848227840,"R","Predicted"
"3942",72828381233823744,"R","Ground Truth"
"3943",72836991770828800,"R","Predicted"
"3944",72840851541340160,"R","Predicted"
"3945",72981464307875840,"P","Predicted"
"3946",72981791916568576,"R","Predicted"
"3947",73009739025498112,"E","Predicted"
"3948",73019053421240320,"R","Predicted"
"3949",73027196792475648,"R","Predicted"
"3950",73027420625715200,"P","Ground Truth"
"3951",73027632190603264,"P","Ground Truth"
"3952",73028067261558784,"P","Predicted"
"3953",73031324566433792,"E","Predicted"
"3954",73038180588339200,"E","Predicted"
"3955",73048735495634944,"R","Predicted"
"3956",73057589193211904,"R","Ground Truth"
"3957",73060250038714368,"C","Predicted"
"3958",73062501457207296,"E","Predicted"
"3959",73071748735709184,"R","Predicted"
"3960",73073935670976512,"P","Predicted"
"3961",73076179241943040,"R","Predicted"
"3962",73078547366940672,"R","Predicted"
"3963",73081801710649344,"P","Predicted"
"3964",73084601614082048,"R","Predicted"
"3965",73094672700022784,"P","Predicted"
"3966",73095199810781184,"C","Ground Truth"
"3967",73098071470383104,"E","Predicted"
"3968",73102992227831808,"R","Predicted"
"3969",73103622191321088,"P","Predicted"
"3970",73104897171652608,"R","Predicted"
"3971",73131309899333632,"R","Predicted"
"3972",73137298966986752,"R","Predicted"
"3973",73145657392758784,"E","Predicted"
"3974",73174499687800832,"R","Predicted"
"3975",73207979670913024,"P","Predicted"
"3976",73316219440201728,"C","Ground Truth"
"3977",73321083557789696,"R","Predicted"
"3978",73352705636175872,"R","Predicted"
"3979",73361456342634496,"P","Predicted"
"3980",73378631119945728,"P","Predicted"
"3981",73380154008809472,"P","Predicted"
"3982",73386460073570304,"R","Predicted"
"3983",73430629462716416,"R","Ground Truth"
"3984",73440400387481600,"P","Ground Truth"
"3985",73442265418305536,"R","Predicted"
"3986",73442267427377152,"R","Predicted"
"3987",73451905443037184,"E","Predicted"
"3988",73460590072442880,"R","Ground Truth"
"3989",73463864490070016,"P","Predicted"
"3990",73464871240466432,"P","Predicted"
"3991",73465987592232960,"E","Predicted"
"3992",73466183705300992,"E","Ground Truth"
"3993",73466318648651776,"E","Predicted"
"3994",73466436948983808,"E","Predicted"
"3995",73467259342954496,"E","Predicted"
"3996",73469370386497536,"R","Predicted"
"3997",73472292042178560,"R","Predicted"
"3998",73472974166040576,"R","Predicted"
"3999",73475389690884096,"R","Predicted"
"4000",73491656174878720,"P","Predicted"
"4001",73491726911815680,"R","Predicted"
"4002",73492106827665408,"P","Predicted"
"4003",73492939422171136,"R","Predicted"
"4004",73494944765059072,"R","Predicted"
"4005",73495140899106816,"E","Predicted"
"4006",73500760238858240,"R","Predicted"
"4007",73511959479320576,"E","Predicted"
"4008",73537644067422208,"R","Predicted"
"4009",73550942561239040,"R","Predicted"
"4010",73551549984555008,"P","Predicted"
"4011",73556949446295552,"R","Predicted"
"4012",73561254458953728,"R","Ground Truth"
"4013",73572104636874752,"P","Predicted"
"4014",73582624081330176,"P","Predicted"
"4015",73583206179405824,"R","Predicted"
"4016",73587638279471104,"R","Predicted"
"4017",73599813006004224,"E","Predicted"
"4018",73606188520062976,"E","Predicted"
"4019",73607346764517376,"P","Predicted"
"4020",73612539874906112,"P","Predicted"
"4021",73730823349735424,"P","Ground Truth"
"4022",73781751180312576,"E","Predicted"
"4023",73809289814360064,"P","Predicted"
"4024",73826096528900096,"E","Predicted"
"4025",73826714668642304,"E","Ground Truth"
"4026",73829927207706624,"E","Ground Truth"
"4027",73830850566955008,"E","Predicted"
"4028",73830917365448704,"P","Predicted"
"4029",73832401196945408,"C","Ground Truth"
"4030",73834755442999296,"R","Predicted"
"4031",73839749936332800,"R","Predicted"
"4032",73853380765814784,"R","Predicted"
"4033",73854098759356416,"P","Predicted"
"4034",73855183091802112,"P","Predicted"
"4035",73856298164297728,"P","Predicted"
"4036",73856685785096192,"E","Predicted"
"4037",73857496506306560,"R","Predicted"
"4038",73860021993222144,"P","Predicted"
"4039",73860057858703360,"R","Predicted"
"4040",73860117463965696,"R","Predicted"
"4041",73860268328878080,"P","Predicted"
"4042",73860338801582080,"R","Predicted"
"4043",73860433450246144,"R","Predicted"
"4044",73861062419689472,"R","Predicted"
"4045",73862398221627392,"E","Predicted"
"4046",73863864537722880,"P","Predicted"
"4047",73864073548275712,"E","Predicted"
"4048",73865135151788032,"P","Predicted"
"4049",73867691181613056,"R","Predicted"
"4050",73867728598994944,"P","Predicted"
"4051",73869603310276608,"R","Predicted"
"4052",73873554680197120,"P","Predicted"
"4053",73877708186198016,"P","Predicted"
"4054",73907819509854208,"R","Predicted"
"4055",73911180116238336,"R","Predicted"
"4056",73911543921774592,"P","Predicted"
"4057",73947166946762752,"R","Predicted"
"4058",74119698442227712,"R","Predicted"
"4059",74143140851888128,"P","Predicted"
"4060",74153104509108224,"P","Predicted"
"4061",74159113881399296,"E","Predicted"
"4062",74177929512366080,"P","Predicted"
"4063",74190344635428864,"P","Predicted"
"4064",74199379283673088,"E","Predicted"
"4065",74212243788668928,"P","Predicted"
